Running.Test.Number,Test.Number.in.Iteration,Cost.Centric.Buffer,Cost.Centric.PDI,Conductance.Centric.Buffer,Conductance.Centric.PDI,DEM.error,Stochasticticity.error.for.time,Conductance.Value.Great.House,Conductance.Value.Great.Kiva,Conductance.Value.Earthen.Mound,Conductance.Value.Herradura
794,19,0.89533938,15283254.87,13.91993914,8868909.884,0.448080404,0.053524593,0.004230245,0.003384196,0.002707357,0.002165886
795,20,0.89533938,15283254.87,13.91993028,9878847.252,0.448080404,0.035603458,0.00334252,0.002674016,0.002139213,0.00171137
796,21,0.89533938,15283254.87,13.91993028,9878847.252,0.448080404,0.020934238,0.00271171,0.002169368,0.001735494,0.001388396
797,22,0.89533938,15283254.87,13.91993028,9878847.252,0.448080404,0.058066091,0.002972412,0.00237793,0.001902344,0.001521875
798,23,0.89533938,15283254.87,8.625839253,60952195.1,0.448080404,0.05225619,0.002045237,0.00163619,0.001308952,0.001047161
799,24,0.89533938,15283254.87,8.625839251,60951937.06,0.448080404,0.054675762,0.002064429,0.001651543,0.001321234,0.001056987
800,25,0.89533938,15283254.87,13.91993028,9878847.252,0.448080404,0.056305382,0.002770567,0.002216454,0.001773163,0.00141853
1001,1,1.354635439,19590337.37,5.599546621,40962467.3,0.467702373,0.073041119,0.001438641,0.001150913,0.00092073,0.000736584
1002,2,1.354635439,19590337.37,5.599546619,40961951.52,0.467702373,0.072272775,0.002261436,0.001809149,0.001447319,0.001157855
1003,3,1.354635439,19590337.37,5.599545847,40744349.7,0.467702373,0.031118251,0.003565653,0.002852523,0.002282018,0.001825615
1004,4,1.354637939,16679911.36,5.599546455,40915453.71,0.467702373,0.037223226,0.001622308,0.001297847,0.001038277,0.000830622
1005,5,1.354637939,16679911.36,5.599545134,40543056.23,0.467702373,0.031083716,0.003669908,0.002935927,0.002348741,0.001878993
1006,6,1.354637939,16679911.36,5.599545686,40698884.57,0.467702373,0.049091844,0.002895758,0.002316606,0.001853285,0.001482628
1007,7,1.354637939,16679911.36,4.874071144,51711767.43,0.467702373,0.043072496,0.004407803,0.003526242,0.002820994,0.002256795
1008,8,1.354637939,16679911.36,5.599545134,40543056.23,0.467702373,0.033145842,0.003650274,0.002920219,0.002336175,0.00186894
1009,9,1.354637939,16679911.36,4.874071144,51711767.43,0.467702373,0.081296534,0.004179497,0.003343598,0.002674878,0.002139902
1010,10,1.354637939,16679911.36,5.599546442,40911843.77,0.467702373,0.098434528,0.002720453,0.002176363,0.00174109,0.001392872
1011,11,1.354637939,16679911.36,5.599545686,40698884.57,0.467702373,0.034327958,0.00305397,0.002443176,0.001954541,0.001563633
1012,12,1.354637939,16679911.36,5.599546442,40911843.77,0.467702373,0.062833571,0.002714909,0.002171928,0.001737542,0.001390034
1013,13,1.354637939,16679911.36,5.599543702,40137825.58,0.467702373,0.070940814,0.003915702,0.003132562,0.002506049,0.002004839
1014,14,1.354637939,16679911.36,4.874068091,50723955.74,0.467702373,0.053760822,0.004962131,0.003969705,0.003175764,0.002540611
1015,15,1.354637939,16679911.36,5.599546442,40911843.77,0.467702373,0.008370657,0.00277654,0.002221232,0.001776985,0.001421588
1016,16,1.354637939,16679911.36,4.874123539,68716924.42,0.467702373,0.04673963,0.000630903,0.000504723,0.000403778,0.000323022
1017,17,1.354637939,16679911.36,5.598644419,40864592,0.467702373,0.011398616,0.002569004,0.002055203,0.001644163,0.00131533
1018,18,1.354637939,16679911.36,5.59864168,40090573.8,0.467702373,0.064463685,0.003800823,0.003040659,0.002432527,0.001946022
1019,19,1.354637939,16679911.36,5.598644419,40864592,0.467702373,0.064072545,0.002755885,0.002204708,0.001763766,0.001411013
1020,20,1.354637939,16679911.36,5.598644419,40864592,0.467702373,0.050784718,0.002776372,0.002221098,0.001776878,0.001421503
1021,21,1.354637939,16679911.36,5.598644432,40868201.93,0.467702373,0.067071181,0.002192248,0.001753799,0.001403039,0.001122431
1022,22,1.354637939,16679911.36,5.598643112,40495804.45,0.467702373,0.08022613,0.003744751,0.002995801,0.002396641,0.001917312
1023,23,1.3528263,16270233.44,10.83490727,35419540.45,0.467702373,0.063312868,0.004111298,0.003289038,0.002631231,0.002104984
1024,24,1.3528263,16270233.44,10.83490722,35412310.66,0.467702373,0.016494181,0.004471012,0.003576809,0.002861447,0.002289158
1025,25,1.3528263,16270233.44,10.83490727,35419540.45,0.467702373,0.057295355,0.004101535,0.003281228,0.002624983,0.002099986
1026,1,1.468231051,54751817.56,6.736164615,36720404.95,0.727252878,0.07485876,0.004026698,0.003221358,0.002577087,0.002061669
1027,2,1.468231051,54751817.56,6.736164615,36720404.95,0.727252878,0.045806635,0.003727328,0.002981862,0.00238549,0.001908392
1028,3,1.468231051,54751817.56,6.736164179,36617492.98,0.727252878,0.026417729,0.003134293,0.002507435,0.002005948,0.001604758
1029,4,1.468231051,54751817.56,6.678647744,36607400.89,0.727252878,0.097384976,0.002383529,0.001906824,0.001525459,0.001220367
1030,5,1.468231051,54751817.56,6.736164615,36720404.95,0.727252878,0.028431023,0.00439789,0.003518312,0.00281465,0.00225172
1031,6,1.468231051,54751817.56,6.678647744,36607400.89,0.727252878,0.058399397,0.001799647,0.001439718,0.001151774,0.000921419
1032,7,1.46787399,54749757.05,6.734525912,36619553.49,0.727252878,0.048008887,0.003133077,0.002506462,0.002005169,0.001604136
1033,8,1.466981922,54724659.55,8.10927835,35630836.04,0.727252878,0.055484278,0.004075793,0.003260634,0.002608507,0.002086806
1034,9,1.466981922,54724659.55,8.109277826,35527924.07,0.727252878,0.047132223,0.003286677,0.002629341,0.002103473,0.001682779
1035,10,1.466981922,54724659.55,8.051856465,35517831.99,0.727252878,0.037396792,0.002428091,0.001942473,0.001553978,0.001243183
1036,11,1.466981922,54724659.55,8.10927835,35630836.04,0.727252878,0.068680133,0.003706894,0.002965515,0.002372412,0.00189793
1037,12,1.466981922,54724659.55,6.6729658,36798565.24,0.727252878,0.026355886,0.001506519,0.001205215,0.000964172,0.000771338
1038,13,1.466981922,54724659.55,8.109277826,35527924.07,0.727252878,0.026009632,0.003408077,0.002726462,0.002181169,0.001744936
1039,14,1.466981922,54724659.55,8.10927835,35630836.04,0.727252878,0.046518166,0.003659845,0.002927876,0.002342301,0.00187384
1040,15,1.466981922,54724659.55,8.10927835,35630836.04,0.727252878,0.04380321,0.003926738,0.003141391,0.002513112,0.00201049
1041,16,1.46670285,29154863.63,6.714413359,34522854.96,0.727252878,0.103292729,0.005154019,0.004123215,0.003298572,0.002638858
1042,17,1.46670285,29154863.63,6.714413359,34522854.96,0.727252878,0.070897961,0.003651055,0.002920844,0.002336675,0.00186934
1043,18,1.46670285,29154863.63,1.465494912,60876200.38,0.727252878,0.071955928,0.000639305,0.000511444,0.000409155,0.000327324
1044,19,1.46670285,29154863.63,6.657083022,34600960.38,0.727252878,0.059986044,0.00197387,0.001579096,0.001263277,0.001010621
1045,20,1.46670285,29154863.63,6.714413733,34611052.46,0.727252878,0.061500291,0.002682611,0.002146089,0.001716871,0.001373497
1046,21,1.46670285,29154863.63,6.657083022,34600960.38,0.727252878,0.055881985,0.001791098,0.001432878,0.001146303,0.000917042
1047,22,1.46670285,29154863.63,6.714413733,34611052.46,0.727252878,0.040481306,0.002731563,0.002185251,0.0017482,0.00139856
1048,23,1.46670285,29154863.63,6.657083022,34600960.38,0.727252878,0.055944536,0.001616438,0.001293151,0.00103452,0.000827616
1049,24,1.458987975,34189351.35,12.09423531,37248943.01,0.727252878,0.076030181,0.00183401,0.001467208,0.001173767,0.000939013
1050,25,1.458987975,34189351.35,12.09423531,37248943.01,0.727252878,0.065461287,0.001946199,0.001556959,0.001245567,0.000996454
1051,1,2.054174921,45492177.62,5.758662789,28544191.83,1.917724838,0.057940937,0.003381913,0.002705531,0.002164425,0.00173154
1052,2,2.054174921,45492177.62,5.755103175,23321443.04,1.917724838,0.060901263,0.004450904,0.003560723,0.002848578,0.002278863
1053,3,2.054174921,45492177.62,5.758662789,28544191.83,1.917724838,0.068033184,0.00274865,0.00219892,0.001759136,0.001407309
1054,4,2.054174921,45492177.62,5.758662789,28544191.83,1.917724838,0.047297023,0.003762102,0.003009681,0.002407745,0.001926196
1055,5,2.053615004,44146575.76,5.758662791,28544703.98,1.917724838,0.074640452,0.002707829,0.002166264,0.001733011,0.001386409
1056,6,2.053615004,44146575.76,5.758662791,28544703.98,1.917724838,0.072463469,0.003366271,0.002693017,0.002154414,0.001723531
1057,7,2.053615004,44146575.76,5.758662791,28544703.98,1.917724838,0.045488532,0.002981004,0.002384803,0.001907842,0.001526274
1058,8,2.053615004,44146575.76,5.758662791,28544703.98,1.917724838,0.016380692,0.0034742,0.00277936,0.002223488,0.001778791
1059,9,2.05322134,44525004.55,5.758662791,28544703.98,1.917724838,0.047821488,0.002951474,0.002361179,0.001888944,0.001511155
1060,10,2.05322134,44525004.55,5.758662791,28544703.98,1.917724838,0.031827871,0.002151707,0.001721366,0.001377093,0.001101674
1061,11,2.05322134,44525004.55,5.758662791,28544703.98,1.917724838,0.062491514,0.002905512,0.002324409,0.001859528,0.001487622
1062,12,2.05322134,44525004.55,5.75243745,23059474.33,1.917724838,0.040178406,0.004650613,0.00372049,0.002976392,0.002381114
1063,13,2.052414191,44149063.09,5.749993707,22971727.29,1.917724838,0.059286455,0.003771471,0.003017177,0.002413742,0.001930993
1064,14,2.052414191,44149063.09,5.753547369,28213548.11,1.917724838,0.041515593,0.001594726,0.001275781,0.001020625,0.0008165
1065,15,2.052414191,44149063.09,5.749993707,22971727.29,1.917724838,0.096468627,0.002942708,0.002354167,0.001883333,0.001506667
1066,16,2.052414191,44149063.09,5.749993707,22971727.29,1.917724838,0.052632799,0.004128174,0.003302539,0.002642031,0.002113625
1067,17,2.052414191,44149063.09,5.749993707,22971727.29,1.917724838,0.057211367,0.002946138,0.00235691,0.001885528,0.001508423
1068,18,2.052414191,44149063.09,5.753547369,28213548.11,1.917724838,0.035624268,0.002412845,0.001930276,0.001544221,0.001235376
1069,19,2.05265849,44029038.4,5.748863269,28611280.59,1.917724838,0.071499827,0.001783083,0.001426466,0.001141173,0.000912938
1070,20,2.050755235,46572257.78,5.741995848,28820126.1,1.917724838,0.052514787,0.002361935,0.001889548,0.001511638,0.00120931
1071,21,2.050755235,46572257.78,5.740221577,23577016.08,1.917724838,0.046808871,0.003304301,0.002643441,0.002114753,0.001691802
1072,22,2.050755235,46572257.78,5.736898768,23387423.98,1.917724838,0.090867253,0.005093392,0.004074714,0.003259771,0.002607817
1073,23,2.050755235,46572257.78,2.050755235,46572257.78,1.917724838,0.050937406,0.000258992,0.000207194,0.000165755,0.000132604
1074,24,2.050755235,46572257.78,5.741995848,28820126.1,1.917724838,0.071996134,0.001720963,0.00137677,0.001101416,0.000881133
1075,25,2.050755235,46572257.78,5.736898768,23387423.98,1.917724838,0.020518954,0.00465648,0.003725184,0.002980147,0.002384118
1076,1,1.335791893,24286032.16,13.16275181,47836182.5,0.689488587,0.033452076,0.003907382,0.003125905,0.002500724,0.002000579
1077,2,1.335791893,24286032.16,13.16275181,47836182.5,0.689488587,0.052635755,0.003958156,0.003166525,0.00253322,0.002026576
1078,3,1.335791893,24286032.16,13.16275181,47836182.5,0.689488587,0.031727144,0.003677011,0.002941609,0.002353287,0.00188263
1079,4,1.335791893,24286032.16,13.16275181,47836182.5,0.689488587,0.039783882,0.003273472,0.002618778,0.002095022,0.001676018
1080,5,1.335791893,24286032.16,13.16275181,47836182.5,0.689488587,0.033896777,0.002668551,0.00213484,0.001707872,0.001366298
1081,6,1.334650277,30271525.12,9.11889807,46703661.56,0.689488587,0.056833832,0.002916776,0.002333421,0.001866737,0.001493389
1082,7,1.334650277,30271525.12,9.121826753,46770708.32,0.689488587,0.02483296,0.001594027,0.001275222,0.001020177,0.000816142
1083,8,1.334650277,30271525.12,15.94777559,46737286.22,0.689488587,0.045671863,0.004900708,0.003920566,0.003136453,0.002509162
1084,9,1.334650277,30271525.12,9.11889807,46703661.56,0.689488587,0.00747053,0.003447745,0.002758196,0.002206557,0.001765246
1085,10,1.334650277,30271525.12,9.11889807,46703661.56,0.689488587,0.049460701,0.003426326,0.002741061,0.002192849,0.001754279
1086,11,1.334650277,30271525.12,9.11889807,46703661.56,0.689488587,0.044430116,0.003504212,0.00280337,0.002242696,0.001794157
1087,12,1.334650277,30271525.12,9.121826753,46770708.32,0.689488587,0.032773174,0.00228342,0.001826736,0.001461389,0.001169111
1088,13,1.334002116,29988039.32,9.116280262,45626280.46,0.689488587,0.077093807,0.002908017,0.002326413,0.001861131,0.001488905
1089,14,1.334002116,29988039.32,9.116281106,45772328.86,0.689488587,0.056188377,0.001024664,0.000819731,0.000655785,0.000524628
1090,15,1.334002116,29988039.32,14.08676584,45786361.6,0.689488587,0.024885922,0.003937262,0.003149809,0.002519848,0.002015878
1091,16,1.334002116,29988039.32,9.116280263,45626538.77,0.689488587,0.060878769,0.003119244,0.002495395,0.001996316,0.001597053
1092,17,1.334002116,29988039.32,9.116281115,45773880.83,0.689488587,0.02402845,0.001566811,0.001253449,0.001002759,0.000802207
1093,18,1.333839715,30004702.37,14.08225844,47888256.92,0.689488587,0.045868021,0.005007449,0.004005959,0.003204767,0.002563814
1094,19,1.333839715,30004702.37,9.113355884,46437661.31,0.689488587,0.02394473,0.002257353,0.001805882,0.001444706,0.001155765
1095,20,1.333839715,30004702.37,9.113355037,46291095.37,0.689488587,0.093838848,0.002573845,0.002059076,0.001647261,0.001317809
1096,21,1.333839715,30004702.37,9.113355884,46437661.31,0.689488587,0.03938606,0.001526125,0.0012209,0.00097672,0.000781376
1097,22,1.333839715,30004702.37,9.113355037,46291095.37,0.689488587,0.020835969,0.002557004,0.002045603,0.001636482,0.001309186
1098,23,1.333839715,30004702.37,9.113355031,46290060.94,0.689488587,0.077035598,0.003079172,0.002463338,0.00197067,0.001576536
1099,24,1.333839715,30004702.37,9.113355884,46437661.31,0.689488587,0.071541806,0.001348769,0.001079015,0.000863212,0.000690569
1100,25,1.333839715,30004702.37,9.113355884,46437661.31,0.689488587,0.01753282,0.001761754,0.001409403,0.001127523,0.000902018
1101,1,1.183114973,8960443.376,9.813493806,3734880.43,0.128835333,0.053509701,0.002467106,0.001973685,0.001578948,0.001263158
1102,2,1.182827035,8954519.418,10.50881733,4108997.014,0.128835333,0.044134532,0.003823901,0.003059121,0.002447297,0.001957837
1103,3,1.182395473,8515714.99,10.50498373,4171265.778,0.128835333,0.047403697,0.004308839,0.003447071,0.002757657,0.002206125
1104,4,1.182395473,8515714.99,9.807526812,3793034.706,0.128835333,0.011015934,0.002399996,0.001919997,0.001535998,0.001228798
1105,5,1.181676534,8752883.359,12.76997897,2269294.066,0.128835333,0.053738035,0.002961195,0.002368956,0.001895165,0.001516132
1106,6,1.181676534,8752883.359,12.76998189,1913476.158,0.128835333,0.060902367,0.003450722,0.002760578,0.002208462,0.00176677
1107,7,1.181676534,8752883.359,12.07334582,2324466.206,0.128835333,0.039437914,0.001976756,0.001581404,0.001265124,0.001012099
1108,8,1.181676534,8752883.359,12.76998189,1913476.158,0.128835333,0.019596285,0.003359998,0.002687998,0.002150399,0.001720319
1109,9,1.181676534,8752883.359,12.0733437,2603723.281,0.128835333,0.021273435,0.001762733,0.001410186,0.001128149,0.000902519
1110,10,1.181676534,8752883.359,13.70486781,28021189.63,0.128835333,0.102184844,0.005253267,0.004202614,0.003362091,0.002689673
1111,11,1.181676534,8752883.359,13.70486418,28442600.5,0.128835333,0.037998059,0.004458595,0.003566876,0.0028535,0.0022828
1112,12,1.181676534,8752883.359,12.76997915,2255059.998,0.128835333,0.01163067,0.003215576,0.002572461,0.002057969,0.001646375
1113,13,1.181676534,8752883.359,13.70486764,28042014.3,0.128835333,0.058218753,0.004717812,0.003774249,0.0030194,0.00241552
1114,14,1.181676534,8752883.359,12.07334165,2873359.208,0.128835333,0.057759267,0.001624881,0.001299905,0.001039924,0.000831939
1115,15,1.181676534,8752883.359,13.70486415,28445954.88,0.128835333,0.053796295,0.004131201,0.003304961,0.002643968,0.002115175
1116,16,1.181676534,8752883.359,12.53649313,2332366.775,0.128835333,0.089587408,0.00267155,0.00213724,0.001709792,0.001367834
1117,17,1.181676534,8752883.359,12.76997892,2274982.585,0.128835333,0.070025174,0.002845233,0.002276187,0.001820949,0.00145676
1118,18,1.181676534,8752883.359,12.53649313,2332366.775,0.128835333,0.031343116,0.002658157,0.002126525,0.00170122,0.001360976
1119,19,1.181676534,8752883.359,12.76998188,1913991.848,0.128835333,0.043624421,0.003772367,0.003017893,0.002414315,0.001931452
1120,20,1.181676534,8752883.359,12.76998189,1913476.158,0.128835333,0.083208456,0.003414668,0.002731735,0.002185388,0.00174831
1121,21,1.181676534,8752883.359,12.07334582,2324466.206,0.128835333,0.058232742,0.001965299,0.001572239,0.001257791,0.001006233
1122,22,1.181676534,8752883.359,12.07334583,2323433.259,0.128835333,0.094578765,0.002120486,0.001696389,0.001357111,0.001085689
1123,23,1.181676534,8752883.359,13.70486415,28445954.88,0.128835333,0.086484883,0.004035192,0.003228154,0.002582523,0.002066019
1124,24,1.181676534,8752883.359,12.76998165,1942880.641,0.128835333,0.040765697,0.003855674,0.00308454,0.002467632,0.001974105
1125,25,1.180671818,9409064.604,7.104862746,998072.3069,0.128835333,0.058306686,0.002577645,0.002062116,0.001649693,0.001319754
1126,1,8.580279606,57384203.34,16.11596224,5630499.952,0.047811325,0.057796005,0.002586991,0.002069593,0.001655674,0.001324539
1127,2,8.577147818,57391543.89,16.11008067,5623159.405,0.047811325,0.113222987,0.00257527,0.002060216,0.001648173,0.001318538
1128,3,8.577147818,57391543.89,8.675426234,48849174.59,0.047811325,0.0431214,0.001693792,0.001355034,0.001084027,0.000867221
1129,4,8.577147818,57391543.89,20.18186893,3800993.368,0.047811325,0.036598679,0.004423937,0.003539149,0.002831319,0.002265056
1130,5,8.577147818,57391543.89,16.11008212,5765817.822,0.047811325,0.025214593,0.003006156,0.002404925,0.00192394,0.001539152
1131,6,8.569515155,56555982.77,16.83771214,8226288.788,0.047811325,0.030365588,0.003703905,0.002963124,0.002370499,0.001896399
1132,7,8.569515155,56555982.77,17.18698456,8589164.6,0.047811325,0.035518698,0.004393104,0.003514483,0.002811587,0.002249269
1133,8,8.569515155,56555982.77,16.83771005,8433691.215,0.047811325,0.01928463,0.003168655,0.002534924,0.002027939,0.001622351
1134,9,8.569515155,56555982.77,16.83771219,8231708.465,0.047811325,0.005621378,0.003800449,0.00304036,0.002432288,0.00194583
1135,10,8.569515155,56555982.77,15.94757433,22697131.89,0.047811325,0.038157337,0.002342407,0.001873926,0.001499141,0.001199313
1136,11,8.569515155,56555982.77,16.52969539,8418734.189,0.047811325,0.066367361,0.002978361,0.002382689,0.001906151,0.001524921
1137,12,0.838170069,13112910.78,21.12294171,27002024.26,0.047811325,0.094706512,0.004833733,0.003866987,0.003093589,0.002474872
1138,13,0.838170069,13112910.78,13.62712382,92927.84973,0.047811325,0.04800592,0.002218686,0.001774949,0.001419959,0.001135967
1139,14,0.838170069,13112910.78,13.62712382,92927.84973,0.047811325,0.043449454,0.002247283,0.001797827,0.001438261,0.001150609
1140,15,0.838170069,13112910.78,18.72481064,6536832.007,0.047811325,0.048103898,0.003595287,0.00287623,0.002300984,0.001840787
1141,16,0.838170069,13112910.78,21.26325715,26770898.04,0.047811325,0.098122716,0.005687464,0.004549971,0.003639977,0.002911982
1142,17,0.838170069,13112910.78,18.72480739,6812793.401,0.047811325,0.029736675,0.003278173,0.002622538,0.002098031,0.001678425
1143,18,0.838170069,13112910.78,18.72480604,6926537.143,0.047811325,0.036143174,0.003401597,0.002721277,0.002177022,0.001741618
1144,19,0.838170069,13112910.78,18.72481064,6536832.007,0.047811325,0.020265535,0.003669682,0.002935745,0.002348596,0.001878877
1145,20,0.838170069,13112910.78,21.12294299,27029895.52,0.047811325,0.032220876,0.004436619,0.003549295,0.002839436,0.002271549
1146,21,0.838170069,13112910.78,18.72480597,6932746.77,0.047811325,0.011087615,0.003479876,0.002783901,0.002227121,0.001781696
1147,22,8.112582614,56596658.42,12.90511689,1197572.843,0.047811325,0.06582478,0.002585391,0.002068313,0.00165465,0.00132372
1148,23,8.112582614,56596658.42,12.90511689,1197572.843,0.047811325,0.046394041,0.002567156,0.002053725,0.00164298,0.001314384
1149,24,8.112582614,56596658.42,10.2162784,63564.1498,0.047811325,0.023500327,0.001432155,0.001145724,0.000916579,0.000733263
1150,25,8.112582614,56596658.42,10.21627494,131713.0483,0.047811325,0.053833754,0.000934077,0.000747261,0.000597809,0.000478247
1151,1,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.034618837,0.00473086,0.003784688,0.003027751,0.0024222
1152,2,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.058543914,0.005306874,0.004245499,0.0033964,0.00271712
1153,3,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.071883983,0.002414398,0.001931518,0.001545215,0.001236172
1154,4,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.019458708,0.003180233,0.002544187,0.002035349,0.001628279
1155,5,0.687173756,19367010.51,11.33199415,44149863.89,1.451926606,0.048217066,0.002286486,0.001829189,0.001463351,0.001170681
1156,6,0.687173756,19367010.51,11.33199415,44149863.89,1.451926606,0.037784855,0.001666182,0.001332945,0.001066356,0.000853085
1157,7,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.059583428,0.003575943,0.002860755,0.002288604,0.001830883
1158,8,0.687173756,19367010.51,11.33199415,44149863.89,1.451926606,0.104259399,0.002168114,0.001734491,0.001387593,0.001110075
1159,9,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.039737954,0.003671624,0.002937299,0.002349839,0.001879871
1160,10,0.687173756,19367010.51,11.33199415,44149863.89,1.451926606,0.036212949,0.00150462,0.001203696,0.000962957,0.000770366
1161,11,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.039264198,0.004624615,0.003699692,0.002959753,0.002367803
1162,12,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.006858017,0.003800205,0.003040164,0.002432131,0.001945705
1163,13,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.038812335,0.002764828,0.002211862,0.00176949,0.001415592
1164,14,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.033462436,0.003835393,0.003068314,0.002454652,0.001963721
1165,15,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.017520028,0.005302827,0.004242261,0.003393809,0.002715047
1166,16,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.090597271,0.004325805,0.003460644,0.002768515,0.002214812
1167,17,0.687173756,19367010.51,11.33199415,44149863.89,1.451926606,0.041129239,0.001371256,0.001097005,0.000877604,0.000702083
1168,18,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.014483806,0.003562524,0.002850019,0.002280015,0.001824012
1169,19,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.025724278,0.002393626,0.001914901,0.001531921,0.001225537
1170,20,0.687173756,19367010.51,11.33199415,44149863.89,1.451926606,0.048857139,0.00196383,0.001571064,0.001256851,0.001005481
1171,21,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.061668681,0.00317059,0.002536472,0.002029178,0.001623342
1172,22,0.687173756,19367010.51,11.33199415,44149863.89,1.451926606,0.037462115,0.001449083,0.001159266,0.000927413,0.00074193
1173,23,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.026499915,0.004028984,0.003223187,0.00257855,0.00206284
1174,24,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.090301023,0.003902328,0.003121863,0.00249749,0.001997992
1175,25,0.687173756,19367010.51,11.33599847,41070786.06,1.451926606,0.063217124,0.003825528,0.003060423,0.002448338,0.00195867
1176,1,3.971557121,123191516.5,6.884846331,34396374.23,0.726844504,0.056081667,0.003773486,0.003018789,0.002415031,0.001932025
1177,2,1.696974584,19560800.51,8.017849071,37688503.22,0.726844504,0.039294686,0.004028501,0.0032228,0.00257824,0.002062592
1178,3,1.696974584,19560800.51,8.017849071,37688503.22,0.726844504,0.011462704,0.005587672,0.004470138,0.00357611,0.002860888
1179,4,1.696974584,19560800.51,8.017848311,37537704.3,0.726844504,0.053255579,0.003250573,0.002600458,0.002080367,0.001664293
1180,5,1.696974584,19560800.51,8.017848311,37537704.3,0.726844504,6.44E-06,0.002892186,0.002313748,0.001850999,0.001480799
1181,6,1.696974584,19560800.51,8.017848311,37537704.3,0.726844504,0.015987515,0.00351122,0.002808976,0.002247181,0.001797745
1182,7,1.696974584,19560800.51,8.017848311,37537704.3,0.726844504,0.062672109,0.00225853,0.001806824,0.001445459,0.001156367
1183,8,1.696974584,19560800.51,8.017848311,37537704.3,0.726844504,0.058908821,0.002430547,0.001944437,0.00155555,0.00124444
1184,9,1.696974584,19560800.51,8.017848311,37537704.3,0.726844504,0.079430793,0.003221445,0.002577156,0.002061725,0.00164938
1185,10,1.696974584,19560800.51,8.017849071,37688503.22,0.726844504,0.01601087,0.004395633,0.003516506,0.002813205,0.002250564
1186,11,1.695325441,19408835.34,7.724230737,34274964.94,0.726844504,0.038096666,0.002963296,0.002370637,0.001896509,0.001517208
1187,12,1.695325441,19408835.34,7.724230737,34274964.94,0.726844504,0.029697008,0.002216945,0.001773556,0.001418845,0.001135076
1188,13,1.695325441,19408835.34,7.724230737,34274964.94,0.726844504,0.049035672,0.003291987,0.00263359,0.002106872,0.001685497
1189,14,1.695325441,19408835.34,7.724230741,34275739.46,0.726844504,0.06867741,0.002024508,0.001619607,0.001295685,0.001036548
1190,15,1.695325441,19408835.34,7.724230737,34274964.94,0.726844504,0.015632947,0.002278265,0.001822612,0.00145809,0.001166472
1191,16,1.695325441,19408835.34,7.724230741,34275739.46,0.726844504,0.03371863,0.002110062,0.00168805,0.00135044,0.001080352
1192,17,1.695325441,19408835.34,7.724230741,34275739.46,0.726844504,0.069027391,0.002104731,0.001683785,0.001347028,0.001077622
1193,18,1.695325441,19408835.34,7.724230741,34275739.46,0.726844504,0.028079638,0.001862896,0.001490317,0.001192254,0.000953803
1194,19,1.695325441,19408835.34,7.724231468,34425763.86,0.726844504,0.040305703,0.004301742,0.003441393,0.002753115,0.002202492
1195,20,1.695325441,19408835.34,7.724231468,34425763.86,0.726844504,0.012458785,0.00485847,0.003886776,0.003109421,0.002487536
1196,21,1.695325441,19408835.34,7.724231468,34425763.86,0.726844504,0.081946972,0.004545864,0.003636691,0.002909353,0.002327482
1197,22,1.694377506,10593670.29,11.3854055,33932679.09,0.726844504,0.079871095,0.003617728,0.002894182,0.002315346,0.001852277
1198,23,1.694377506,10593670.29,11.3854055,33932679.09,0.726844504,0.065375268,0.004032898,0.003226318,0.002581055,0.002064844
1199,24,5.839084662,65880304.69,6.466337781,72072483.57,0.726844504,0.092744179,0.002345792,0.001876633,0.001501307,0.001201045
1200,25,5.839084662,65880304.69,6.591219329,123971.4722,0.726844504,0.074828006,0.003659089,0.002927271,0.002341817,0.001873453
1201,1,2.229784904,45290933.39,8.638107342,66643840.41,1.658949625,0.038355638,0.001546556,0.001237245,0.000989796,0.000791837
1202,2,2.229784904,45290933.39,7.784363045,28160789.82,1.658949625,0.026835679,0.003899236,0.003119389,0.002495511,0.001996409
1203,3,2.229784904,45290933.39,8.638107341,66643582.16,1.658949625,0.076485552,0.003098411,0.002478728,0.001982983,0.001586386
1204,4,2.229784904,45290933.39,8.638107342,66643840.41,1.658949625,0.034107706,0.001302793,0.001042234,0.000833787,0.00066703
1205,5,2.229784904,45290933.39,8.638107341,66643582.16,1.658949625,0.040412614,0.002819188,0.002255351,0.001804281,0.001443424
1206,6,2.229784904,45290933.39,7.784363044,28160531.48,1.658949625,0.021990819,0.004491824,0.003593459,0.002874767,0.002299814
