Running.Test.Number,Test.Number.in.Iteration,Cost.Centric.Buffer,Cost.Centric.PDI,Conductance.Centric.Buffer,Conductance.Centric.PDI,DEM.error,Stochasticticity.error.for.time,Conductance.Value.Great.House,Conductance.Value.Great.Kiva,Conductance.Value.Earthen.Mound,Conductance.Value.Herradura
433,8,0.896906923,55035424.72,16.82216683,39751317.8,1.516635109,0.03222473,0.004495782,0.003596626,0.002877301,0.002301841
434,9,0.896906923,55035424.72,14.75304241,43489068.82,1.516635109,0.014043864,0.002365348,0.001892279,0.001513823,0.001211058
435,10,0.896906923,55035424.72,14.75304241,43489068.82,1.516635109,0.085961674,0.002701293,0.002161035,0.001728828,0.001383062
436,11,0.896906923,55035424.72,14.75304241,43489068.82,1.516635109,0.009063162,0.002616431,0.002093145,0.001674516,0.001339613
437,12,0.896906923,55035424.72,10.18768988,44846915.66,1.516635109,0.040186039,0.001167836,0.000934269,0.000747415,0.000597932
438,13,0.896906923,55035424.72,14.75304241,43489068.82,1.516635109,0.077480132,0.003999767,0.003199813,0.002559851,0.002047881
439,14,0.896906923,55035424.72,14.75304241,43489068.82,1.516635109,0.065285931,0.002276192,0.001820953,0.001456763,0.00116541
440,15,0.896906923,55035424.72,14.75304241,43489326.77,1.516635109,0.062022373,0.001624774,0.001299819,0.001039855,0.000831884
441,16,0.896906923,55035424.72,14.75304241,43489068.82,1.516635109,0.041271429,0.003756695,0.003005356,0.002404285,0.001923428
442,17,0.896906923,55035424.72,14.75304241,43489068.82,1.516635109,0.057336119,0.002933586,0.002346869,0.001877495,0.001501996
443,18,0.896906923,55035424.72,14.75304241,43489326.77,1.516635109,0.037449872,0.001997249,0.001597799,0.001278239,0.001022591
444,19,0.896906923,55035424.72,14.75304241,43489068.82,1.516635109,0.022192511,0.002650995,0.002120796,0.001696637,0.00135731
445,20,0.896906923,55035424.72,14.75304241,43489068.82,1.516635109,0.041017007,0.002878582,0.002302866,0.001842293,0.001473834
446,21,0.896872083,55010418.75,14.73733155,43379604.01,1.516635109,0.063106438,0.002848159,0.002278527,0.001822822,0.001458258
447,22,0.896872083,55010418.75,16.81896919,39643142.49,1.516635109,0.014998627,0.004202455,0.003361964,0.002689571,0.002151657
448,23,0.896872083,55010418.75,14.73733155,43379604.01,1.516635109,0.040045108,0.002571195,0.002056956,0.001645565,0.001316452
449,24,0.896872083,55010418.75,16.81896919,39643142.49,1.516635109,0.04745216,0.004784032,0.003827226,0.00306178,0.002449424
450,25,0.896872083,55010418.75,14.73733155,43379604.01,1.516635109,0.05170795,0.002817282,0.002253825,0.00180306,0.001442448
451,1,0.793369365,47326322.87,13.84807482,70303125.67,1.120504609,0.051605598,0.002751456,0.002201165,0.001760932,0.001408746
452,2,0.793369365,47326322.87,13.84807482,70303125.67,1.120504609,0.006373085,0.002469076,0.001975261,0.001580208,0.001264167
453,3,0.793369365,47326322.87,13.8547197,70478271.5,1.120504609,0.01193789,0.001510862,0.00120869,0.000966952,0.000773561
454,4,0.793369365,47326322.87,13.85248767,67673858.04,1.120504609,0.043556879,0.003164599,0.002531679,0.002025343,0.001620275
455,5,0.793369365,47326322.87,13.84807482,70303125.67,1.120504609,0.038934427,0.002378376,0.001902701,0.001522161,0.001217728
456,6,0.793369365,47326322.87,13.84807482,70303125.67,1.120504609,0.049453636,0.002196948,0.001757559,0.001406047,0.001124837
457,7,0.793020129,46210981.62,13.85081255,67679928.75,1.120504609,0.04635123,0.003608126,0.002886501,0.002309201,0.001847361
458,8,0.793020129,46210981.62,13.85081255,67679928.75,1.120504609,0.041915878,0.002951137,0.002360909,0.001888727,0.001510982
459,9,0.793020129,46210981.62,17.56557454,46887870.18,1.120504609,0.065500638,0.005239252,0.004191401,0.003353121,0.002682497
460,10,0.793020129,46210981.62,13.85082558,70449747.28,1.120504609,0.101921335,0.001084242,0.000867394,0.000693915,0.000555132
461,11,0.792353572,45485980.35,12.53910041,67130681.39,1.120504609,0.079002164,0.002791049,0.00223284,0.001786272,0.001429017
462,12,0.792353572,45485980.35,12.53310496,69834254.54,1.120504609,0.043396672,0.002531511,0.002025209,0.001620167,0.001296134
463,13,0.792353572,45485980.35,12.53910367,67538403.25,1.120504609,0.057810605,0.002598218,0.002078575,0.00166286,0.001330288
464,14,0.792353572,45485980.35,14.77245639,66846467.33,1.120504609,0.038548843,0.003562739,0.002850191,0.002280153,0.001824122
465,15,0.792353572,45485980.35,12.53310496,69834254.54,1.120504609,0.04308502,0.002343346,0.001874677,0.001499741,0.001199793
466,16,0.792353572,45485980.35,12.53310496,69834254.54,1.120504609,0.044362556,0.002006961,0.001605569,0.001284455,0.001027564
467,17,0.792353572,45485980.35,14.77245639,66846467.33,1.120504609,0.030852693,0.00315093,0.002520744,0.002016595,0.001613276
468,18,0.792353572,45485980.35,14.77245639,66846467.33,1.120504609,0.10264758,0.00409814,0.003278512,0.00262281,0.002098248
469,19,0.792353572,45485980.35,14.77245639,66846467.33,1.120504609,0.092252465,0.00391995,0.00313596,0.002508768,0.002007014
470,20,0.792353572,45485980.35,14.77245639,66846467.33,1.120504609,0.007019153,0.003351352,0.002681081,0.002144865,0.001715892
471,21,0.792353572,45485980.35,14.77245639,66846467.33,1.120504609,0.07956481,0.003436084,0.002748867,0.002199094,0.001759275
472,22,0.792353572,45485980.35,12.53911502,70257830.22,1.120504609,0.048546798,0.001424789,0.001139831,0.000911865,0.000729492
473,23,0.792353572,45485980.35,14.77245639,66846467.33,1.120504609,0.085328792,0.004130178,0.003304143,0.002643314,0.002114651
474,24,0.792353572,45485980.35,12.53910041,67130681.39,1.120504609,0.062849431,0.002827137,0.00226171,0.001809368,0.001447494
475,25,0.792353571,45487767.98,14.77245639,66846467.33,1.120504609,0.0334562,0.00332208,0.002657664,0.002126131,0.001700905
476,1,6.802421524,76950909.12,18.99162765,23847288.13,0.043506745,0.03527184,0.004110433,0.003288346,0.002630677,0.002104542
477,2,6.802421524,76950909.12,19.42519735,13382451.39,0.043506745,0.078736684,0.002510945,0.002008756,0.001607005,0.001285604
478,3,6.802421524,76950909.12,18.90978942,23845976.75,0.043506745,0.054186388,0.003556958,0.002845567,0.002276453,0.001821163
479,4,6.802421524,76950909.12,19.25673979,13434689.15,0.043506745,0.016468518,0.00196457,0.001571656,0.001257325,0.00100586
480,5,3.25236359,40559548.03,20.34518992,4591480.462,0.043506745,0.087856731,0.003038009,0.002430408,0.001944326,0.001555461
481,6,3.25236359,40559548.03,20.34520019,3790628.132,0.043506745,0.073676934,0.002891085,0.002312868,0.001850294,0.001480236
482,7,3.25236359,40559548.03,25.04778359,5734035.042,0.043506745,0.047266312,0.004767178,0.003813742,0.003050994,0.002440795
483,8,3.25236359,40559548.03,20.21015214,3599374.86,0.043506745,0.036580529,0.001906392,0.001525113,0.001220091,0.000976072
484,9,3.25236359,40559548.03,20.40197669,3174796.09,0.043506745,0.046835135,0.002286659,0.001829327,0.001463462,0.00117077
485,10,3.25236359,40559548.03,24.97316228,6027687.338,0.043506745,0.06796358,0.003223333,0.002578667,0.002062933,0.001650347
486,11,3.25236359,40559548.03,24.97316228,6027687.338,0.043506745,0.034835398,0.003500499,0.002800399,0.002240319,0.001792255
487,12,3.25236359,40559548.03,20.4019698,3711007.671,0.043506745,0.060708626,0.002388969,0.001911175,0.00152894,0.001223152
488,13,3.25236359,40559548.03,24.97316228,6027687.338,0.043506745,0.031208389,0.003082965,0.002466372,0.001973097,0.001578478
489,14,3.25236359,40559548.03,20.40196937,3744386.721,0.043506745,0.027577207,0.002454686,0.001963748,0.001570999,0.001256799
490,15,3.25236359,40559548.03,20.40197669,3174796.09,0.043506745,0.04481978,0.002284622,0.001827698,0.001462158,0.001169726
491,16,3.25236359,40559548.03,20.40197676,3169623.358,0.043506745,0.013981085,0.002351037,0.001880829,0.001504664,0.001203731
492,17,3.25236359,40559548.03,25.04778359,5734035.042,0.043506745,0.03896043,0.004352679,0.003482143,0.002785715,0.002228572
493,18,0.748459109,46408740.02,8.53427898,5966533.468,0.043506745,0.060824802,0.002402307,0.001921845,0.001537476,0.001229981
494,19,0.748459109,46408740.02,8.807368632,5753066.265,0.043506745,0.044117726,0.004204401,0.003363521,0.002690817,0.002152653
495,20,0.748459109,46408740.02,7.921965792,6937360.287,0.043506745,0.050529873,0.001293413,0.00103473,0.000827784,0.000662227
496,21,0.748459109,46408740.02,8.807369086,5838521.904,0.043506745,0.067882898,0.003324061,0.002659248,0.002127399,0.001701919
497,22,0.748459109,46408740.02,8.807368632,5753066.265,0.043506745,0.006580472,0.003800152,0.003040121,0.002432097,0.001945678
498,23,0.748459109,46408740.02,8.576414904,6453459.999,0.043506745,0.047952891,0.002001588,0.00160127,0.001281016,0.001024813
499,24,0.748459109,46408740.02,7.92196569,6915884.737,0.043506745,0.088940923,0.001552056,0.001241645,0.000993316,0.000794653
500,25,0.748459109,46408740.02,8.807370993,5884039.637,0.043506745,0.072425212,0.002753623,0.002202899,0.001762319,0.001409855
501,1,1.739113157,44798553.12,4.774996921,64205861.76,0.805517168,0.05940412,0.0015367,0.00122936,0.000983488,0.00078679
502,2,1.739113157,44798553.12,4.774996923,64206378.11,0.805517168,0.005616451,0.002399214,0.001919371,0.001535497,0.001228398
503,3,1.739113157,44798553.12,4.774996923,64206378.11,0.805517168,0.083857822,0.00224114,0.001792912,0.001434329,0.001147463
504,4,1.739113157,44798553.12,4.774996278,63992697.9,0.805517168,0.022323869,0.00436076,0.003488608,0.002790886,0.002232709
505,5,1.739113157,44798553.12,4.774996278,63992697.9,0.805517168,0.040142108,0.004091626,0.003273301,0.002618641,0.002094913
506,6,1.739113157,44798553.12,4.774996923,64206378.11,0.805517168,0.048630307,0.00269319,0.002154552,0.001723641,0.001378913
507,7,1.739113157,44798553.12,4.774996515,64071405.35,0.805517168,0.045194836,0.003479036,0.002783229,0.002226583,0.001781267
508,8,1.739113157,44798553.12,4.774996923,64206378.11,0.805517168,0.069281312,0.001891516,0.001513213,0.00121057,0.000968456
509,9,1.738621827,44533121.49,6.523398238,63599068.8,0.805517168,0.051548258,0.003860712,0.003088569,0.002470855,0.001976684
510,10,1.738621827,44533121.49,6.523398238,63599068.8,0.805517168,0.058920067,0.00407026,0.003256208,0.002604966,0.002083973
511,11,1.738621827,44533121.49,6.523399119,63812749.01,0.805517168,0.020749699,0.002733142,0.002186514,0.001749211,0.001399369
512,12,1.738621827,44533121.49,6.523398563,63677776.25,0.805517168,0.039301589,0.003440295,0.002752236,0.002201789,0.001761431
513,13,1.738621827,44533121.49,6.523399119,63812749.01,0.805517168,0.05315744,0.00271593,0.002172744,0.001738195,0.001390556
514,14,1.738621827,44533121.49,6.523398563,63677776.25,0.805517168,0.063743855,0.003345574,0.002676459,0.002141167,0.001712934
515,15,1.738621827,44533121.49,6.523399119,63812749.01,0.805517168,0.01476343,0.001770907,0.001416726,0.001133381,0.000906704
516,16,1.738621827,44533121.49,6.523399119,63812749.01,0.805517168,0.071589844,0.002465217,0.001972173,0.001577739,0.001262191
517,17,1.73812904,44692858.98,4.023800295,64612797.25,0.805517168,0.04992665,0.001413923,0.001131138,0.000904911,0.000723929
518,18,1.73812904,44692858.98,4.023800295,64612797.25,0.805517168,0.067208697,0.001271304,0.001017044,0.000813635,0.000650908
519,19,1.73812904,44692858.98,4.023800295,64612797.25,0.805517168,0.048115838,0.001054935,0.000843948,0.000675158,0.000540127
520,20,1.73812904,44692858.98,4.023799755,64400665.35,0.805517168,0.031529986,0.003846403,0.003077123,0.002461698,0.001969358
521,21,1.73812904,44692858.98,4.023800296,64613313.6,0.805517168,0.014875129,0.002432701,0.001946161,0.001556928,0.001245543
522,22,1.73812904,44692858.98,4.023799953,64478340.83,0.805517168,0.022040627,0.003489031,0.002791225,0.00223298,0.001786384
523,23,1.73812904,44692858.98,4.023800296,64613313.6,0.805517168,0.038902787,0.002609125,0.0020873,0.00166984,0.001335872
524,24,1.73812904,44692858.98,4.023153944,64176164.46,0.805517168,0.067693386,0.00517667,0.004141336,0.003313069,0.002650455
525,25,1.73812904,44692858.98,4.023799976,64487372.78,0.805517168,0.069231321,0.002908641,0.002326912,0.00186153,0.001489224
526,1,8.550456915,76021073.45,19.53843552,14907552.21,0.026767158,0.06871004,0.002757952,0.002206362,0.001765089,0.001412071
527,2,8.548375768,76037043.03,16.74001375,17966289.45,0.026767158,0.079297732,0.003759078,0.003007263,0.00240581,0.001924648
528,3,8.548375768,76037043.03,19.91335355,14754773.78,0.026767158,0.06118517,0.002361381,0.001889105,0.001511284,0.001209027
529,4,8.548375768,76037043.03,20.93751943,14769479,0.026767158,0.065995931,0.001401788,0.00112143,0.000897144,0.000717715
530,5,8.54213951,76420601.25,17.74181156,12234524.3,0.026767158,0.059108619,0.002431022,0.001944818,0.001555854,0.001244683
531,6,8.54213951,76420601.25,16.37680576,22434727.32,0.026767158,0.057497861,0.004388931,0.003511145,0.002808916,0.002247133
532,7,8.538356065,76460992.95,17.01727353,22507078.41,0.026767158,0.054220726,0.003318242,0.002654594,0.002123675,0.00169894
533,8,8.538356065,76460992.95,17.3367577,11906962.42,0.026767158,0.068594885,0.002541093,0.002032874,0.001626299,0.001301039
534,9,8.538356065,76460992.95,16.54966157,22460362.76,0.026767158,0.084801244,0.004123404,0.003298723,0.002638978,0.002111183
535,10,8.538356065,76460992.95,18.24766476,11972448.57,0.026767158,0.06378732,0.001995452,0.001596361,0.001277089,0.001021671
536,11,8.538356065,76460992.95,17.18045338,11904122.53,0.026767158,0.064135906,0.002326819,0.001861455,0.001489164,0.001191331
537,12,8.538356065,76460992.95,16.54965978,22632688.37,0.026767158,0.036601494,0.004483013,0.00358641,0.002869128,0.002295303
538,13,8.538356065,76460992.95,18.24766472,11976573.85,0.026767158,0.088056917,0.001841505,0.001473204,0.001178563,0.000942851
539,14,8.538356065,76460992.95,18.24766472,11976573.85,0.026767158,0.076329258,0.00185998,0.001487984,0.001190387,0.00095231
540,15,8.538356065,76460992.95,17.3367577,11906962.42,0.026767158,0.063694673,0.00251238,0.002009904,0.001607923,0.001286338
541,16,8.538356065,76460992.95,18.24766476,11972448.57,0.026767158,0.093362277,0.001973769,0.001579015,0.001263212,0.00101057
542,17,8.538356065,76460992.95,11.3663971,596858.9394,0.026767158,0.02208391,0.001556393,0.001245114,0.000996091,0.000796873
543,18,2.910787585,50138747.95,13.6758184,8959098.306,0.026767158,0.067785649,0.002139811,0.001711849,0.001369479,0.001095583
544,19,2.910787585,50138747.95,13.6758224,9422589.502,0.026767158,0.064283898,0.001585953,0.001268762,0.00101501,0.000812008
545,20,2.910787585,50138747.95,18.36748251,2913398.907,0.026767158,0.006784168,0.002467373,0.001973898,0.001579119,0.001263295
546,21,2.910787585,50138747.95,13.63190771,11504361.35,0.026767158,0.055785214,0.001372115,0.001097692,0.000878153,0.000702523
547,22,2.910787585,50138747.95,18.36748253,2914687.136,0.026767158,0.04273678,0.002425344,0.001940275,0.00155222,0.001241776
548,23,2.910787585,50138747.95,19.98657925,22672506.54,0.026767158,0.050324403,0.00465606,0.003724848,0.002979878,0.002383903
549,24,2.910787585,50138747.95,20.27128769,22601508.24,0.026767158,0.035174151,0.004047118,0.003237695,0.002590156,0.002072125
550,25,2.910787585,50138747.95,19.98657916,22679483.3,0.026767158,0.048378515,0.004354162,0.00348333,0.002786664,0.002229331
551,1,1.480870447,17752955.23,12.04521096,43488850.87,0.805147712,0.044300896,0.003976412,0.00318113,0.002544904,0.002035923
552,2,1.480690408,17655979.68,12.46313504,48184390.23,0.805147712,0.077446357,0.004756647,0.003805318,0.003044254,0.002435403
553,3,1.480690408,17655979.68,12.04184397,48180502.19,0.805147712,0.02829091,0.001895722,0.001516578,0.001213262,0.00097061
554,4,1.480690408,17655979.68,12.04184397,48180502.19,0.805147712,0.040791644,0.002777256,0.002221805,0.001777444,0.001421955
555,5,1.480690408,17655979.68,12.04184397,48180502.19,0.805147712,0.04213478,0.00192907,0.001543256,0.001234605,0.000987684
556,6,1.480690408,17655979.68,12.04184397,48180502.19,0.805147712,0.014426304,0.003988973,0.003191179,0.002552943,0.002042354
557,7,1.480690408,17655979.68,12.04184397,48180502.19,0.805147712,0.002158077,0.003425034,0.002740027,0.002192022,0.001753617
558,8,1.480690408,17655979.68,12.04184397,48180502.19,0.805147712,0.077420887,0.002455516,0.001964413,0.00157153,0.001257224
559,9,1.480690408,17655979.68,12.04184397,48180502.19,0.805147712,0.049628697,0.003215054,0.002572043,0.002057635,0.001646108
560,10,1.480690408,17655979.68,12.04184397,48180502.19,0.805147712,0.02586594,0.004027623,0.003222099,0.002577679,0.002062143
561,11,1.48009541,13962292.41,11.57323625,46033090.38,0.805147712,0.068876816,0.002704842,0.002163874,0.001731099,0.001384879
562,12,1.48009541,13962292.41,9.948149279,47911716.64,0.805147712,0.050671032,0.00123352,0.000986816,0.000789453,0.000631562
563,13,1.48009541,13962292.41,11.57323625,46032832.1,0.805147712,0.058036607,0.004135469,0.003308375,0.0026467,0.00211736
564,14,1.48009541,13962292.41,11.57323625,46033090.38,0.805147712,0.043823439,0.001752409,0.001401927,0.001121542,0.000897233
565,15,1.48009541,13962292.41,11.57323625,46032832.1,0.805147712,0.035017915,0.003158319,0.002526655,0.002021324,0.001617059
566,16,1.48009541,13962292.41,11.57323625,46032832.1,0.805147712,0.073675026,0.004100949,0.003280759,0.002624607,0.002099686
567,17,1.48009541,13962292.41,11.57323625,46033090.38,0.805147712,0.029139512,0.002589392,0.002071513,0.001657211,0.001325769
568,18,1.48009541,13962292.41,11.57323625,46032832.1,0.805147712,0.047297166,0.003872674,0.00309814,0.002478512,0.001982809
569,19,1.48009541,13962292.41,11.9940191,46046018.49,0.805147712,0.052315248,0.00520959,0.004167672,0.003334138,0.00266731
570,20,1.48009541,13962292.41,11.57323625,46032832.1,0.805147712,0.077898243,0.003584658,0.002867727,0.002294181,0.001835345
571,21,1.48009541,13962292.41,11.57323625,46033090.38,0.805147712,0.013634149,0.002230056,0.001784045,0.001427236,0.001141789
572,22,1.48009541,13962292.41,11.9940191,46046018.49,0.805147712,0.035907038,0.004743815,0.003795052,0.003036042,0.002428833
573,23,1.48009541,13962292.41,11.57323625,46033090.38,0.805147712,0.076560587,0.00250398,0.002003184,0.001602547,0.001282038
574,24,1.48009541,13962292.41,11.57323625,46033090.38,0.805147712,0.066305128,0.001882801,0.001506241,0.001204993,0.000963994
575,25,1.48009541,13962292.41,11.57323625,46032832.1,0.805147712,0.04365587,0.00298239,0.002385912,0.00190873,0.001526984
576,1,2.758486065,62750783.52,11.68121109,17921366.01,0.281384817,0.062603589,0.002767202,0.002213762,0.001771009,0.001416808
577,2,2.758486065,62750783.52,2.610995495,8651654.763,0.281384817,0.066204072,0.00192089,0.001536712,0.00122937,0.000983496
578,3,2.758486065,62750783.52,12.35117086,17796482.95,0.281384817,0.057971121,0.003098685,0.002478948,0.001983158,0.001586527
579,4,2.758486065,62750783.52,11.68121109,17921366.01,0.281384817,0.083502281,0.002711084,0.002168867,0.001735093,0.001388075
580,5,2.758486065,62750783.52,11.68121109,17921366.01,0.281384817,0.037796621,0.002920263,0.002336211,0.001868968,0.001495175
581,6,2.758486065,62750783.52,12.3511709,17791043.82,0.281384817,0.025777186,0.004154413,0.003323531,0.002658824,0.00212706
582,7,2.758486065,62750783.52,11.68121109,17921366.01,0.281384817,0.028901719,0.002599417,0.002079534,0.001663627,0.001330901
583,8,2.758486043,62763406.7,11.68120929,18165751.62,0.281384817,0.029208719,0.002743225,0.00219458,0.001755664,0.001404531
584,9,2.758486043,62763406.7,12.35116905,18028468.9,0.281384817,0.067465507,0.003155658,0.002524527,0.002019621,0.001615697
585,10,2.758486043,62763406.7,2.675893546,4894385.739,0.281384817,0.080535599,0.002022148,0.001617718,0.001294175,0.00103534
586,11,2.923973203,42497974.76,12.49116623,18171404.26,0.281384817,0.06897499,0.003765459,0.003012367,0.002409894,0.001927915
587,12,2.923973203,42497974.76,2.776992039,3632880.787,0.281384817,0.045570121,0.002984001,0.002387201,0.00190976,0.001527808
588,13,2.923973203,42497974.76,12.49116666,18116446.01,0.281384817,0.031123415,0.003396591,0.002717273,0.002173818,0.001739055
589,14,2.923973203,42497974.76,2.776991147,4144679.335,0.281384817,0.014704501,0.001622439,0.001297952,0.001038361,0.000830689
590,15,2.923973203,42497974.76,12.49116623,18171404.26,0.281384817,0.040231463,0.004296877,0.003437502,0.002750001,0.002200001
591,16,2.923137624,42377053.89,5.890254439,2228125.792,0.281384817,0.084600089,0.00267366,0.002138928,0.001711142,0.001368914
592,17,2.923137624,42377053.89,6.557384124,2352492.536,0.281384817,0.05290138,0.003350511,0.002680409,0.002144327,0.001715462
593,18,2.922310153,37253131.88,6.55471147,2119358.684,0.281384817,0.075370074,0.003750846,0.003000677,0.002400542,0.001920433
594,19,2.922309992,37340600.63,6.554711475,2120650.302,0.281384817,0.044889672,0.003507588,0.00280607,0.002244856,0.001795885
595,20,2.922309992,37340600.63,6.554711489,2124000.912,0.281384817,0.030757505,0.003241448,0.002593158,0.002074526,0.001659621
596,21,2.922309992,37340600.63,3.885840925,66398127.04,0.281384817,0.004389834,0.001376107,0.001100886,0.000880709,0.000704567
597,22,2.922309992,37340600.63,5.887851868,1500720.107,0.281384817,0.059763744,0.00211281,0.001690248,0.001352198,0.001081759
598,23,2.922309992,37340600.63,5.88785371,1999634.167,0.281384817,0.000423378,0.00274978,0.002199824,0.001759859,0.001407887
599,24,2.922309992,37340600.63,5.887851868,1500720.107,0.281384817,0.028740767,0.002272986,0.001818389,0.001454711,0.001163769
600,25,2.922309992,37340600.63,5.887851781,1477264.707,0.281384817,0.0380715,0.001659942,0.001327953,0.001062363,0.00084989
601,1,3.241361356,76576317.81,18.28449173,17061853.2,0.076181979,0.015929005,0.002411689,0.001929351,0.001543481,0.001234785
602,2,3.241361356,76576317.81,18.34414235,16807775.74,0.076181979,0.039757545,0.003227673,0.002582138,0.00206571,0.001652568
603,3,3.241361084,76708201.34,3.241191272,98540947.84,0.076181979,0.055567291,0.000318417,0.000254733,0.000203787,0.000163029
604,4,3.241361084,76708201.34,14.10772073,18198253.92,0.076181979,0.052616068,0.001198212,0.00095857,0.000766856,0.000613485
605,5,3.241361084,76708201.34,18.20080302,17047979.95,0.076181979,0.001476717,0.002968791,0.002375033,0.001900026,0.001520021
606,6,3.241361084,76708201.34,14.10772066,18205754.57,0.076181979,0.068545536,0.001111235,0.000888988,0.000711191,0.000568953
607,7,3.241361084,76708201.34,18.34414177,16857229.94,0.076181979,0.050627088,0.003210116,0.002568093,0.002054474,0.001643579
608,8,3.241361084,76708201.34,18.27610045,17137937.2,0.076181979,0.048351831,0.002318226,0.001854581,0.001483665,0.001186932
609,9,3.241361084,76708201.34,17.15291973,17352556.43,0.076181979,0.075197649,0.001868057,0.001494446,0.001195557,0.000956445
610,10,3.241361084,76708201.34,15.47429656,20898649.33,0.076181979,0.081532425,0.003327803,0.002662243,0.002129794,0.001703835
611,11,3.24096659,76705754.46,15.47241354,20803431.38,0.076181979,0.040336354,0.004226051,0.003380841,0.002704673,0.002163738
612,12,3.236380679,77032840.88,18.3974915,25806265.79,0.076181979,0.096608767,0.00434944,0.003479552,0.002783642,0.002226913
613,13,3.228282723,76876210.17,18.57115394,26181305.68,0.076181979,0.049493287,0.004928496,0.003942797,0.003154238,0.00252339
614,14,3.228282723,76876210.17,18.3321087,26462485.69,0.076181979,0.098010876,0.003420105,0.002736084,0.002188867,0.001751094
615,15,3.228282723,76876210.17,18.44787968,26577744.79,0.076181979,0.025728096,0.002827767,0.002262214,0.001809771,0.001447817
616,16,3.228282723,76876210.17,18.47487543,26146216.65,0.076181979,0.079327282,0.004005643,0.003204514,0.002563611,0.002050889
617,17,3.228282723,76876210.17,18.44787968,26577744.79,0.076181979,0.036171106,0.002884512,0.00230761,0.001846088,0.00147687
618,18,3.228282723,76876210.17,18.47487552,26138209.79,0.076181979,0.039171815,0.004161056,0.003328845,0.002663076,0.002130461
619,19,3.228282723,76876210.17,7.597597734,3658953.895,0.076181979,0.039415187,0.002016875,0.0016135,0.0012908,0.00103264
620,20,3.228282723,76876210.17,18.33210864,26540761.79,0.076181979,0.065206819,0.003269076,0.002615261,0.002092209,0.001673767
621,21,3.228282723,76876210.17,18.44787968,26577744.79,0.076181979,0.085248305,0.002872362,0.00229789,0.001838312,0.00147065
622,22,3.228282723,76876210.17,7.597601106,2956577.182,0.076181979,0.058128561,0.001577333,0.001261866,0.001009493,0.000807594
623,23,3.228282723,76876210.17,7.597597734,3658953.895,0.076181979,0.048460366,0.00200241,0.001601928,0.001281542,0.001025234
624,24,3.228282723,76876210.17,7.597597733,3659211.612,0.076181979,0.039092884,0.001924397,0.001539518,0.001231614,0.000985291
625,25,3.228282723,76876210.17,18.57115391,26183888.87,0.076181979,0.026635759,0.004560361,0.003648288,0.002918631,0.002334905
626,1,6.247964795,91575572.33,18.55641594,39453585.3,1.296899061,0.069718364,0.001454204,0.001163363,0.000930691,0.000744553
627,2,6.247964795,91575572.33,20.52592772,38930820.95,1.296899061,0.081139324,0.0035167,0.00281336,0.002250688,0.00180055
628,3,6.247964795,91575572.33,18.55641594,39453585.3,1.296899061,0.045840523,0.00077267,0.000618136,0.000494509,0.000395607
629,4,6.247964795,91575572.33,20.52592772,38930820.95,1.296899061,0.014961828,0.003539236,0.002831389,0.002265111,0.001812089
630,5,6.247964795,91575572.33,18.55641594,39453585.3,1.296899061,0.001969552,0.002453296,0.001962637,0.001570109,0.001256087
631,6,6.247964795,91575572.33,18.55641594,39453585.3,1.296899061,0.054126942,0.0025385,0.0020308,0.00162464,0.001299712
632,7,6.247964795,91575572.33,18.55641594,39453585.3,1.296899061,0.050911849,0.003055896,0.002444717,0.001955773,0.001564619
633,8,6.247964693,91596182.21,18.30005694,39396612.3,1.296899061,0.05469177,0.002614936,0.002091949,0.001673559,0.001338847
634,9,6.247964693,91596182.21,20.27271302,38914859.2,1.296899061,0.047195321,0.00370172,0.002961376,0.002369101,0.001895281
635,10,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.060255915,0.002725134,0.002180107,0.001744086,0.001395269
636,11,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.044850453,0.003215484,0.002572387,0.00205791,0.001646328
637,12,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.049214106,0.002850335,0.002280268,0.001824214,0.001459371
638,13,3.228015142,90716490.11,9.777147708,35609448.27,1.296899061,0.036402652,0.002240395,0.001792316,0.001433853,0.001147082
639,14,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.056326835,0.003507256,0.002805805,0.002244644,0.001795715
640,15,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.00574965,0.004548297,0.003638638,0.00291091,0.002328728
641,16,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.07238582,0.003430817,0.002744653,0.002195723,0.001756578
642,17,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.061779601,0.003550937,0.002840749,0.002272599,0.00181808
643,18,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.054766031,0.00384609,0.003076872,0.002461497,0.001969198
644,19,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.044664678,0.003585483,0.002868386,0.002294709,0.001835767
645,20,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.000484151,0.002675501,0.002140401,0.001712321,0.001369857
646,21,3.228015142,90716490.11,9.777147708,35609448.27,1.296899061,0.010480205,0.002518362,0.00201469,0.001611752,0.001289401
647,22,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.026850942,0.004269103,0.003415283,0.002732226,0.002185781
648,23,3.228015142,90716490.11,9.777147706,35609190.34,1.296899061,0.052803448,0.002800792,0.002240633,0.001792507,0.001434005
